fsym_id,price_date,adj_price,index_fsym_id,index_price_date,index_adj_price
BK790F-S,2012-12-31,3.53982,LY6WH5-S,2012-12-31,142.41
BK790F-S,2013-01-31,4.18307,LY6WH5-S,2013-01-31,149.7
BK790F-S,2013-02-28,4.61401,LY6WH5-S,2013-02-28,151.61
BK790F-S,2013-03-31,4.52512,LY6WH5-S,2013-03-31,156.67
BK790F-S,2013-04-30,4.5162,LY6WH5-S,2013-04-30,159.68
BK790F-S,2013-05-31,3.82299,LY6WH5-S,2013-05-31,163.445
BK790F-S,2013-06-30,3.71149,LY6WH5-S,2013-06-30,160.42
BK790F-S,2013-07-31,3.71996,LY6WH5-S,2013-07-31,168.71
BK790F-S,2013-08-31,3.75296,LY6WH5-S,2013-08-31,163.65
BK790F-S,2013-09-30,3.65798,LY6WH5-S,2013-09-30,168.01
BK790F-S,2013-10-31,3.86701,LY6WH5-S,2013-10-31,175.79
BK790F-S,2013-11-30,3.84241,LY6WH5-S,2013-11-30,181
BK790F-S,2013-12-31,3.79109,LY6WH5-S,2013-12-31,184.69
BK790F-S,2014-01-31,3.73624,LY6WH5-S,2014-01-31,178.18
BK790F-S,2014-02-28,3.67218,LY6WH5-S,2014-02-28,186.29
BK790F-S,2014-03-31,3.84163,LY6WH5-S,2014-03-31,187.01
BK790F-S,2014-04-30,4.02948,LY6WH5-S,2014-04-30,188.31
BK790F-S,2014-05-31,4.01775,LY6WH5-S,2014-05-31,192.68
BK790F-S,2014-06-30,3.82967,LY6WH5-S,2014-06-30,195.72
BK790F-S,2014-07-31,3.8107,LY6WH5-S,2014-07-31,193.09
BK790F-S,2014-08-31,3.72992,LY6WH5-S,2014-08-31,200.71
BK790F-S,2014-09-30,3.72115,LY6WH5-S,2014-09-30,197.02
BK790F-S,2014-10-31,4.04385,LY6WH5-S,2014-10-31,201.66
BK790F-S,2014-11-30,3.71118,LY6WH5-S,2014-11-30,207.2
BK790F-S,2014-12-31,3.7109,LY6WH5-S,2014-12-31,205.54
BK790F-S,2015-01-31,3.74169,LY6WH5-S,2015-01-31,199.45
BK790F-S,2015-02-28,4.66564,LY6WH5-S,2015-02-28,210.66
BK790F-S,2015-03-31,4.96333,LY6WH5-S,2015-03-31,206.43
BK790F-S,2015-04-30,5.45418,LY6WH5-S,2015-04-30,208.46
BK790F-S,2015-05-31,5.19384,LY6WH5-S,2015-05-31,211.14
BK790F-S,2015-06-30,4.86813,LY6WH5-S,2015-06-30,205.85
BK790F-S,2015-07-31,5.2898,LY6WH5-S,2015-07-31,210.5
BK790F-S,2015-08-31,5.0683,LY6WH5-S,2015-08-31,197.67
BK790F-S,2015-09-30,5.74443,LY6WH5-S,2015-09-30,191.63
BK790F-S,2015-10-31,5.29438,LY6WH5-S,2015-10-31,207.93
BK790F-S,2015-11-30,5.90302,LY6WH5-S,2015-11-30,208.69
BK790F-S,2015-12-31,6.09107,LY6WH5-S,2015-12-31,203.87
BK790F-S,2016-01-31,6.15859,LY6WH5-S,2016-01-31,193.721
BK790F-S,2016-02-29,5.79281,LY6WH5-S,2016-02-29,193.56
BK790F-S,2016-03-31,5.80323,LY6WH5-S,2016-03-31,205.52
BK790F-S,2016-04-30,6.58193,LY6WH5-S,2016-04-30,206.331
BK790F-S,2016-05-31,6.39711,LY6WH5-S,2016-05-31,209.84
BK790F-S,2016-06-30,6.8117,LY6WH5-S,2016-06-30,209.475
BK790F-S,2016-07-31,7.6577,LY6WH5-S,2016-07-31,217.12
BK790F-S,2016-08-31,8.06249,LY6WH5-S,2016-08-31,217.38
BK790F-S,2016-09-30,7.82003,LY6WH5-S,2016-09-30,216.3
BK790F-S,2016-10-31,8.24098,LY6WH5-S,2016-10-31,212.55
BK790F-S,2016-11-30,9.04483,LY6WH5-S,2016-11-30,220.38
BK790F-S,2016-12-31,8.53887,LY6WH5-S,2016-12-31,223.53
BK790F-S,2017-01-31,8.75087,LY6WH5-S,2017-01-31,227.53
BK790F-S,2017-02-28,7.71776,LY6WH5-S,2017-02-28,236.47
BK790F-S,2017-03-31,7.27683,LY6WH5-S,2017-03-31,235.74
BK790F-S,2017-04-30,8.6383,LY6WH5-S,2017-04-30,238.08
BK790F-S,2017-05-31,9.02356,LY6WH5-S,2017-05-31,241.44
BK790F-S,2017-06-30,9.55036,LY6WH5-S,2017-06-30,241.8
BK790F-S,2017-07-31,9.49199,LY6WH5-S,2017-07-31,246.77
BK790F-S,2017-08-31,9.51175,LY6WH5-S,2017-08-31,247.49
BK790F-S,2017-09-30,8.38536,LY6WH5-S,2017-09-30,251.23
BK790F-S,2017-10-31,8.55547,LY6WH5-S,2017-10-31,257.15
BK790F-S,2017-11-30,9.13779,LY6WH5-S,2017-11-30,265.01
BK790F-S,2017-12-31,8.80266,LY6WH5-S,2017-12-31,266.86
BK790F-S,2018-01-31,9.9006,LY6WH5-S,2018-01-31,281.9
BK790F-S,2018-02-28,10.77709,LY6WH5-S,2018-02-28,271.65
BK790F-S,2018-03-31,10.71139,LY6WH5-S,2018-03-31,263.15
BK790F-S,2018-04-30,9.91125,LY6WH5-S,2018-04-30,264.51
BK790F-S,2018-05-31,10.14354,LY6WH5-S,2018-05-31,270.94
BK790F-S,2018-06-30,9.81547,LY6WH5-S,2018-06-30,271.28
BK790F-S,2018-07-31,9.94194,LY6WH5-S,2018-07-31,281.33
BK790F-S,2018-08-31,9.5902,LY6WH5-S,2018-08-31,290.31
BK790F-S,2018-09-30,9.77491,LY6WH5-S,2018-09-30,290.72
BK790F-S,2018-10-31,8.4474,LY6WH5-S,2018-10-31,270.63
BK790F-S,2018-11-30,8.13646,LY6WH5-S,2018-11-30,275.65
BK790F-S,2018-12-31,8.12934,LY6WH5-S,2018-12-31,249.92
BK790F-S,2019-01-31,8.21511,LY6WH5-S,2019-01-31,269.93
BK790F-S,2019-02-28,11.11579,LY6WH5-S,2019-02-28,278.68
BK790F-S,2019-03-31,11.96061,LY6WH5-S,2019-03-31,282.48
BK790F-S,2019-04-30,14.68633,LY6WH5-S,2019-04-30,294.02
BK790F-S,2019-05-31,16.22162,LY6WH5-S,2019-05-31,275.27
BK790F-S,2019-06-30,15.48196,LY6WH5-S,2019-06-30,293
BK790F-S,2019-07-31,14.46082,LY6WH5-S,2019-07-31,297.43
BK790F-S,2019-08-31,18.11942,LY6WH5-S,2019-08-31,292.45
BK790F-S,2019-09-30,18.71021,LY6WH5-S,2019-09-30,296.77
BK790F-S,2019-10-31,16.88232,LY6WH5-S,2019-10-31,303.33
BK790F-S,2019-11-30,20.3049,LY6WH5-S,2019-11-30,314.31
BK790F-S,2019-12-31,21.86963,LY6WH5-S,2019-12-31,321.86
BK790F-S,2020-01-31,23.64989,LY6WH5-S,2020-01-31,321.73
BK790F-S,2020-02-29,16.15321,LY6WH5-S,2020-02-29,296.26
BK790F-S,2020-03-31,15.23664,LY6WH5-S,2020-03-31,257.75
BK790F-S,2020-04-30,17.02619,LY6WH5-S,2020-04-30,290.48
BK790F-S,2020-05-31,20.57581,LY6WH5-S,2020-05-31,304.32
BK790F-S,2020-06-30,22.80502,LY6WH5-S,2020-06-30,308.36
BK790F-S,2020-07-31,25.88434,LY6WH5-S,2020-07-31,326.52
BK790F-S,2020-08-31,28.11708,LY6WH5-S,2020-08-31,349.31
BK790F-S,2020-09-30,24.58158,LY6WH5-S,2020-09-30,334.89
BK790F-S,2020-10-31,21.65532,LY6WH5-S,2020-10-31,326.54
BK790F-S,2020-11-30,24.5015,LY6WH5-S,2020-11-30,362.06
BK790F-S,2020-12-31,29.28275,LY6WH5-S,2020-12-31,373.88
BK790F-S,2021-01-31,29.81427,LY6WH5-S,2021-01-31,370.07
BK790F-S,2021-02-28,29.02926,LY6WH5-S,2021-02-28,380.36
BK790F-S,2021-03-31,29.87225,LY6WH5-S,2021-03-31,396.33
BK790F-S,2021-04-30,32.73874,LY6WH5-S,2021-04-30,417.3
BK790F-S,2021-05-31,31.97404,LY6WH5-S,2021-05-31,420.04
BK790F-S,2021-06-30,29.63325,LY6WH5-S,2021-06-30,428.06
BK790F-S,2021-07-31,35.71085,LY6WH5-S,2021-07-31,438.51
BK790F-S,2021-08-31,45.14465,LY6WH5-S,2021-08-31,451.56
BK790F-S,2021-09-30,36.65836,LY6WH5-S,2021-09-30,429.14
BK790F-S,2021-10-31,44.92097,LY6WH5-S,2021-10-31,459.25
BK790F-S,2021-11-30,37.59048,LY6WH5-S,2021-11-30,455.56
BK790F-S,2021-12-31,41.73054,LY6WH5-S,2021-12-31,474.96
BK790F-S,2022-01-31,34.20797,LY6WH5-S,2022-01-31,449.91
BK790F-S,2022-02-28,33.3195,LY6WH5-S,2022-02-28,436.63
BK790F-S,2022-03-31,30.07777,LY6WH5-S,2022-03-31,451.64
BK790F-S,2022-04-30,27.31698,LY6WH5-S,2022-04-30,412
BK790F-S,2022-05-31,27.87026,LY6WH5-S,2022-05-31,412.93
BK790F-S,2022-06-30,28.59384,LY6WH5-S,2022-06-30,377.25
BK790F-S,2022-07-31,30.51461,LY6WH5-S,2022-07-31,411.99
BK790F-S,2022-08-31,22.52082,LY6WH5-S,2022-08-31,395.18
BK790F-S,2022-09-30,19.0415,LY6WH5-S,2022-09-30,357.18
BK790F-S,2022-10-31,23.1801,LY6WH5-S,2022-10-31,386.21
BK790F-S,2022-11-30,26.3761,LY6WH5-S,2022-11-30,407.68
BK790F-S,2022-12-31,23.4494,LY6WH5-S,2022-12-31,382.43
BK790F-S,2023-01-31,22.02588,LY6WH5-S,2023-01-31,406.48
BK790F-S,2023-02-28,21.16648,LY6WH5-S,2023-02-28,396.26
BK790F-S,2023-03-31,28.64481,LY6WH5-S,2023-03-31,409.39
BK790F-S,2023-04-30,24.5999,LY6WH5-S,2023-04-30,415.93
BK790F-S,2023-05-31,23.33314,LY6WH5-S,2023-05-31,417.85
BK790F-S,2023-06-30,26.04179,LY6WH5-S,2023-06-30,443.28
BK790F-S,2023-07-31,25.5679,LY6WH5-S,2023-07-31,457.79
BK790F-S,2023-08-31,21.71634,LY6WH5-S,2023-08-31,450.35
BK790F-S,2023-09-30,20.0172,LY6WH5-S,2023-09-30,427.48
BK790F-S,2023-10-31,17.32055,LY6WH5-S,2023-10-31,418.2
BK790F-S,2023-11-30,18.83327,LY6WH5-S,2023-11-30,456.4
BK790F-S,2023-12-31,21.07191,LY6WH5-S,2023-12-31,475.31
BK790F-S,2024-01-31,20.46554,LY6WH5-S,2024-01-31,482.88
BK790F-S,2024-02-29,19.81272,LY6WH5-S,2024-02-29,508.08
BK790F-S,2024-03-31,17.23938,LY6WH5-S,2024-03-31,523.07
BK790F-S,2024-04-30,16.38952,LY6WH5-S,2024-04-30,503.49
BK790F-S,2024-05-31,18.94958,LY6WH5-S,2024-05-31,527.37
BK790F-S,2024-06-30,16.01315,LY6WH5-S,2024-06-30,544.22
BK790F-S,2024-07-31,15.27276,LY6WH5-S,2024-07-31,550.81
D65TJS-S,2007-05-31,20.41332,LY6WH5-S,2007-05-31,153.32
D65TJS-S,2007-06-30,19.64539,LY6WH5-S,2007-06-30,150.43
D65TJS-S,2007-07-31,22.71996,LY6WH5-S,2007-07-31,145.72
D65TJS-S,2007-08-31,22.78384,LY6WH5-S,2007-08-31,147.59
D65TJS-S,2007-09-30,23.51493,LY6WH5-S,2007-09-30,152.58
D65TJS-S,2007-10-31,26.39828,LY6WH5-S,2007-10-31,154.65
D65TJS-S,2007-11-30,23.42381,LY6WH5-S,2007-11-30,148.66
D65TJS-S,2007-12-31,22.03468,LY6WH5-S,2007-12-31,146.21
D65TJS-S,2008-01-31,18.81883,LY6WH5-S,2008-01-31,137.37
D65TJS-S,2008-02-29,20.1112,LY6WH5-S,2008-02-29,133.82
D65TJS-S,2008-03-31,21.93891,LY6WH5-S,2008-03-31,131.97
D65TJS-S,2008-04-30,24.66959,LY6WH5-S,2008-04-30,138.26
D65TJS-S,2008-05-31,25.57372,LY6WH5-S,2008-05-31,140.35
D65TJS-S,2008-06-30,23.97828,LY6WH5-S,2008-06-30,127.98
D65TJS-S,2008-07-31,21.53978,LY6WH5-S,2008-07-31,126.83
D65TJS-S,2008-08-31,19.44546,LY6WH5-S,2008-08-31,128.79
D65TJS-S,2008-09-30,15.57852,LY6WH5-S,2008-09-30,115.99
D65TJS-S,2008-10-31,11.91946,LY6WH5-S,2008-10-31,96.83
D65TJS-S,2008-11-30,10.81643,LY6WH5-S,2008-11-30,90.09
D65TJS-S,2008-12-31,10.7232,LY6WH5-S,2008-12-31,90.24
D65TJS-S,2009-01-31,9.92763,LY6WH5-S,2009-01-31,82.83
D65TJS-S,2009-02-28,7.58609,LY6WH5-S,2009-02-28,73.93
D65TJS-S,2009-03-31,7.3264,LY6WH5-S,2009-03-31,79.52
D65TJS-S,2009-04-30,11.42994,LY6WH5-S,2009-04-30,87.42
D65TJS-S,2009-05-31,12.40471,LY6WH5-S,2009-05-31,92.53
D65TJS-S,2009-06-30,12.38416,LY6WH5-S,2009-06-30,91.95
