fsym_id,date,currency,ff_upd_type,ff_fp_ind_code,ff_report_freq_code,ff_fiscal_date,ff_fy_length_days,ff_fyr,ff_fpnc,ff_sales,ff_gross_inc,ff_oper_exp_oth,ff_oper_exp_tot,ff_oper_inc,ff_ptx_xord_chrg,ff_ptx_inc,ff_inc_tax,ff_min_int_exp,ff_eq_aff_inc,ff_net_income,ff_div_pfd,ff_cash_st,ff_cash_only,ff_inven,ff_assets_curr,ff_assets_oth_intang,ff_assets,ff_liabs_curr,ff_debt_st,ff_pay_acct,ff_accr_exp_xpayr,ff_debt_lt,ff_pfd_stk,ff_com_eq,ff_debt,ff_shldrs_eq,ff_net_inc_cf,ff_dep_exp_cf,ff_non_cash,ff_funds_oper_gross,ff_wkcap_chg,ff_sale_assets_bus_cf,ff_invest_activ_cf,ff_div_cf,ff_chg_cash_cf,ff_eps_reported,ff_bps,ff_com_shs_out_eps_basic,ff_com_shs_out_eps_dil,ff_com_shs_out,ff_price_close_fp,ff_consol_net_inc,ff_eq_tot,ff_eps_basic,ff_com_shs_out_eps,ff_exp_tot,ff_min_int_accum,ff_liabs_shldrs_eq,ff_ppe_net,ff_rsrv_noneq,ff_receiv_st,ff_dps,ff_dps_gross,ff_eps_rpt_date,ff_source_is_date,ff_source_bs_date,ff_source_cf_date,ff_com_eq_retain_earn,ff_ebit_oper_ps,ff_restate_ind,ff_loan_chg_cf,ff_invest_activ_oth,ff_dep_chg_cf,ff_dps_all,ff_net_inc_aft_pfd,ff_accr_exp_cf,ff_cap_lease,ff_com_eq_apic,ff_com_eq_gl,ff_com_eq_par,ff_com_shs_out_secs,ff_curn_doc,ff_debt_lt_curr,ff_debt_lt_xcap,ff_dep_exp_xamort_cf,ff_eps,ff_eps_contin_oper,ff_eps_secs,ff_eps_xord,ff_gain_sale_assets_net,ff_oper_exp,ff_oper_inc_bef_dep,ff_opt_wrnt_cf,ff_par_ps,ff_pay_acct_cf,ff_pfd_stk_nred,ff_pfd_stk_red,ff_stk_sale_xopt_cf,ff_tot_invest_ret,ff_treas_shs,ff_treas_stk,ff_wkcap_assets_oth,ff_cash_generic,ff_actg_chg,ff_mkt_val_secs,ff_pbk_secs,ff_bps_secs,ff_disc_oper,ff_misc_exp_non_oper,ff_xord_items,ff_assets_curr_misc,ff_liabs_curr_misc,ff_invest_sale_cf,ff_stk_purch_cf,ff_stk_sale_cf,ff_debt_st_cf,ff_capex_fix,ff_debt_lt_iss_cf,ff_debt_lt_reduct_cf,ff_fin_uses_cf,ff_fin_sources_cf,ff_liabs_oth_xdfd_rev,ff_invest_purch_cf,ff_cogs_xdep,ff_dep_amort_exp,ff_rd_exp,ff_dps_secs,ff_wkcap_ps,ff_ppe_net_owned,ff_debt_st_xoper,ff_debt_lt_xlease,ff_debt_lt_xoper,ff_restruct_exp
C8X3ZJ-R,2012-12-31,USD,3,4,1.0,2012-12-31,,2012,201212,0.117,-0.33,0.0,18.493,-18.376,0.0,-10.901,0.0,0.0,0.0,-10.901,0.0,4.158,4.158,0.0,5.405,0.453,13.423,117.935,97.249,1.805,4.943,11.0,95.433,-216.727,108.249,-121.294,,,,,,,,,,,-9.56713,22.653301,22.653301,22.653301,,-10.901,-121.294,-54.3528,22.653301,18.493,0.0,13.423,6.98,0.0,0.0,,,2013-06-04,2013-12-31,2013-12-31,2013-12-31,-218.326,-0.811184206663744,0,0.0,,0.0,,-10.901,,0.005,1.596,0.0,0.003,22.653301,USD,95.449,10.995,,0.0,-54.3528,0.0,-54.3528,0.0,18.493,-17.929,,0.001,,95.433,0.0,,,0.0,0.0,,4.158,0.0,,,-9.56713,0.0,-0.022,0.0,0.075,18.424,,,,,,,,,,5.782,,0.0,0.447,16.879,,-4.9674879612468,6.98,97.249,10.995,11.0,0.0
C8X3ZJ-R,2021-12-31,USD,3,4,1.0,2021-12-31,92.0,2021,202112,25.95,12.65,0.0,87.554,-61.604,,-63.098,0.0,0.0,0.0,-63.098,0.0,225.071,110.623,10.154,246.117,210.999,531.163,67.289,4.746,10.603,13.468,319.766,0.0,68.471,324.512,68.471,-63.098,5.419,11.121,-46.558,1.947,,0.0,0.0,-16.565,-0.93,0.95651,68.034811,68.034811,71.584057,16.32,-63.098,68.471,-0.9274,68.034811,87.554,0.0,531.163,69.001,0.0,3.348,0.0,0.0,2022-02-28,2022-02-28,2022-02-28,2022-02-28,-1397.952,-0.905477638498915,0,0.0,0.0,0.0,0.0,-63.098,1.041,0.0,1466.369,-0.018,0.072,71.584057,USD,0.0,280.635,1.65,-0.9274,-0.9274,-0.9274,-0.9274,0.0,87.554,-56.185,1.659,0.001,2.754,0.0,0.0,-0.013,-42.4135,0.0,0.0,-0.196,225.071,0.0,1168.25,17.062,0.95651,0.0,-0.151,0.0,7.544,29.179,37.0,0.0,1.646,0.0,4.357,0.0,0.0,1.241,0.0,1.485,5.002,7.881,5.419,29.049,0.0,2.49815402331835,24.661,0.0,280.635,280.635,0.0
KXDMGL-R,2015-03-31,USD,3,3,1.0,2015-04-03,91.0,2015,201503,3330.0,928.0,0.0,2967.0,363.0,14.0,304.0,13.0,0.0,0.0,291.0,0.0,2614.0,2608.0,1083.0,5831.0,1419.0,10036.0,3043.0,474.0,1683.0,475.0,3457.0,0.0,3191.0,3931.0,3191.0,291.0,203.0,22.0,517.0,-143.0,0.0,56.0,176.0,-692.0,0.88,10.03459,323.0,330.0,318.0,52.45,291.0,3191.0,0.9,330.0,2967.0,0.0,10036.0,2182.0,0.0,1769.0,0.54,0.54,2015-04-17,2015-04-30,2015-04-30,2015-04-30,-2472.0,1.1,0,0.0,-56.0,0.0,0.54,291.0,-192.0,0.0,5696.0,0.0,0.0,318.0,USD,474.0,3457.0,153.0,0.88,0.88,0.88,0.88,-7.0,2967.0,566.0,42.0,1e-05,-60.0,0.0,0.0,0.0,-0.96504,0.0,0.0,-2.0,2614.0,0.0,16679.1,5.22692,10.03459,0.0,0.0,0.0,365.0,630.0,0.0,706.0,42.0,0.0,159.0,0.0,1.0,0.0,0.0,219.0,0.0,2199.0,203.0,346.0,0.54,8.76729559748428,2182.0,474.0,3457.0,3457.0,14.0
QH6KJ2-R,2001-09-30,USD,3,1,1.0,2001-09-23,91.0,2002,200109,43.166,25.175,7.526,35.354,7.812,0.851,9.098,2.638,0.0,0.0,6.46,0.0,163.655,142.58,16.922,227.626,151.652,608.101,24.34,0.0,10.287,14.053,0.0,0.0,579.473,0.0,579.473,6.46,9.651,1.843,20.714,-4.518,0.0,1.662,0.0,-21.982,0.09,8.00598,72.952,75.642,72.38,14.52,6.46,579.473,0.09,75.642,35.354,0.0,608.101,228.823,0.0,40.899,0.0,0.0,2001-10-11,2001-11-03,2001-11-03,2001-11-03,82.461,0.103275957801222,0,0.0,-1.662,0.0,0.0,6.46,5.599,0.0,509.326,,0.09,72.38,USD,0.0,0.0,7.355,0.09,0.09,0.09,0.09,0.0,35.354,10.067,0.0,0.00125,-3.861,0.0,0.0,0.541,-75.9752,0.0,0.0,0.243,163.655,0.0,1050.96,1.81364,8.00598,0.0,2.137,0.0,6.15,14.053,27.029,9.996,0.541,0.0,10.108,0.0,0.0,0.0,0.0,4.288,43.982,15.736,2.255,4.105,0.0,2.80859353412545,228.823,0.0,0.0,0.0,0.0
C8X3ZJ-R,2018-06-30,USD,3,2,1.0,2018-06-30,91.0,2018,201806,0.686,,0.0,35.605,-34.919,0.07,-34.08,0.0,0.0,0.0,-34.08,0.0,233.734,39.282,0.0,242.882,3.315,259.123,28.324,0.0,5.435,13.569,0.0,0.0,209.855,0.0,209.855,-34.081,0.417,3.887,-29.777,-6.78,0.131,0.1,0.0,-29.78,-0.94,5.6844,36.123659,36.123659,36.917723,27.45,-34.08,209.855,-0.94,36.123659,35.605,0.0,259.123,12.196,0.0,0.0,0.0,0.0,2018-08-02,2018-08-03,2018-08-03,2018-08-03,-611.284,-0.966651800140179,0,0.0,-0.1,0.0,0.0,-34.08,0.837,0.0,821.326,-0.224,0.037,36.917723,USD,0.0,0.0,0.417,-0.94,-0.94,-0.94,-0.94,0.0,35.605,-34.502,3.217,0.001,0.311,0.0,0.0,-0.125,3.97727,0.0,0.0,-7.928,233.734,0.0,1013.39,4.82901,5.6844,0.0,-0.172,0.0,9.148,22.889,18.0,0.0,3.092,0.0,1.267,0.0,0.0,0.147,0.0,6.144,12.932,,0.417,22.871,0.0,5.81178855478167,12.196,0.0,0.0,0.0,0.0
QH6KJ2-R,2014-12-31,USD,3,2,1.0,2014-12-28,91.0,2015,201412,413.157,130.284,0.0,402.237,10.92,0.0,11.913,-0.238,0.0,,12.151,0.0,829.925,199.96,332.548,1487.895,955.597,3175.433,244.944,0.0,158.6,12.695,150.0,0.0,2739.544,150.0,2739.544,12.151,43.808,19.571,75.53,-60.762,0.017,0.0,0.0,3.66,0.1,24.54217,115.264,115.845,111.626,31.99,12.151,2739.544,0.11,115.845,402.237,0.0,3175.433,652.852,0.0,216.829,0.0,0.0,2015-01-20,2015-01-21,2015-01-21,2015-01-21,491.525,0.0942638870905089,0,0.0,0.0,0.0,0.0,12.151,-11.422,0.0,2239.689,1.545,0.138,111.626,USD,0.0,150.0,34.808,0.1,0.1,0.1,0.1,0.039,402.237,54.728,0.0,0.00125,-42.62,0.0,0.0,8.98,-47.9753,,0.0,-2.281,829.925,0.0,3570.92,1.30347,24.54217,0.0,-2.272,0.0,108.593,37.788,300.991,266.024,8.98,0.0,49.929,205.0,100.0,0.0,0.203,26.668,105.391,239.065,43.808,46.989,0.0,11.1349595972265,652.852,0.0,150.0,150.0,0.0
KXDMGL-R,2017-06-30,USD,3,4,1.0,2017-06-30,91.0,2017,201706,2406.0,649.0,0.0,2196.0,210.0,14.0,120.0,6.0,0.0,0.0,114.0,0.0,2543.0,2543.0,982.0,5041.0,1618.0,9268.0,2626.0,0.0,1626.0,463.0,5021.0,0.0,1364.0,5021.0,1364.0,114.0,176.0,44.0,325.0,-82.0,0.0,-13.0,187.0,-488.0,0.38,4.67444,294.0,297.0,291.799561,38.75,114.0,1364.0,0.39,297.0,2196.0,0.0,9268.0,1875.0,0.0,1199.0,0.63,0.63,2017-07-25,2017-08-04,2017-08-04,2017-08-04,-4771.0,0.707070707070707,0,0.0,19.0,0.0,0.63,114.0,-30.0,0.0,6152.0,0.0,0.0,291.799561,USD,0.0,5021.0,134.0,0.38,0.38,0.38,0.38,-2.0,2196.0,386.0,3.0,1e-05,-3.0,0.0,0.0,0.0,71.7437,0.0,0.0,-62.0,2543.0,0.0,11307.2,8.28976,4.67444,0.0,-21.0,0.0,317.0,579.0,0.0,212.0,3.0,0.0,104.0,0.0,219.0,2.0,0.0,132.0,37.0,1581.0,176.0,288.0,0.63,8.27622903791826,1875.0,0.0,5021.0,5021.0,14.0
QH6KJ2-R,2005-12-31,USD,3,2,1.0,2005-12-25,91.0,2006,200512,105.64,52.23,0.0,79.029,26.611,325.0,29.448,9.39,0.0,0.0,17.709,0.0,243.089,67.087,27.159,339.976,154.475,830.09,38.74,0.0,22.132,12.946,0.0,0.0,758.371,0.0,758.371,17.709,18.443,7.093,43.245,13.466,0.367,2.504,0.0,11.255,0.23,9.95839,75.996,77.612,76.154,26.22,20.058,758.371,0.23,77.612,79.029,0.0,830.09,335.639,0.0,50.245,0.0,0.0,2006-01-19,2006-01-19,2006-01-19,2006-01-19,197.711,0.342872236252126,1,0.0,-2.504,0.0,0.0,17.709,-2.045,0.0,550.686,9.879,0.095,76.154,USD,0.0,0.0,17.849,0.23,0.26,0.23,0.23,-0.132,79.029,45.054,0.0,0.00125,2.538,0.0,0.0,7.384,-32.4575,,0.0,9.247,243.089,0.0,1996.76,2.63296,9.95839,-2.349,327.837,0.0,16.732,16.608,20.25,0.0,7.384,0.0,19.256,0.0,0.0,0.0,0.0,2.09,51.697,34.967,18.443,14.785,0.0,3.9556162512803,335.639,0.0,0.0,0.0,0.0
KXDMGL-R,2010-06-30,USD,3,4,1.0,2010-07-02,91.0,2010,201006,2657.0,724.0,0.0,2266.0,391.0,17.0,340.0,-39.0,0.0,0.0,379.0,0.0,2629.0,2377.0,757.0,5418.0,143.0,8264.0,2997.0,329.0,1780.0,421.0,2173.0,0.0,2724.0,2502.0,2724.0,379.0,196.0,24.0,553.0,-229.0,21.0,9.0,0.0,201.0,0.76,5.79278,491.0,514.0,470.240793,13.17,379.0,2724.0,0.7739,514.0,2266.0,0.0,8264.0,2263.0,0.0,1751.0,0.0,0.0,2010-07-20,2010-08-20,2010-08-20,2010-08-20,-1123.0,0.760700389105058,0,0.0,-10.0,0.0,0.0,379.0,12.0,0.0,3851.0,0.0,0.0,470.240793,USD,329.0,2173.0,184.0,0.7393,0.7393,0.7393,0.7393,0.0,2266.0,587.0,5.0,1e-05,-240.0,0.0,0.0,0.0,28.1128,0.0,0.0,20.0,2629.0,0.0,6193.07,2.27352,5.79278,0.0,-10.0,0.0,281.0,611.0,46.0,333.0,5.0,0.0,267.0,587.0,77.0,0.0,0.0,162.0,95.0,1737.0,196.0,219.0,0.0,5.14842615961648,2263.0,329.0,2173.0,2173.0,16.0
KXDMGL-R,2010-09-30,USD,3,1,1.0,2010-10-01,91.0,2011,201009,2697.0,544.0,0.0,2467.0,230.0,4.0,153.0,4.0,0.0,0.0,149.0,0.0,2168.0,1885.0,743.0,5156.0,178.0,7988.0,3116.0,560.0,1776.0,466.0,1614.0,0.0,2923.0,2174.0,2923.0,149.0,189.0,30.0,376.0,-131.0,0.0,2.0,0.0,-480.0,0.31,6.1928,471.0,487.0,472.0,11.69,149.0,2923.0,0.32,487.0,2467.0,0.0,7988.0,2275.0,0.0,1886.0,0.0,0.0,2010-10-20,2010-11-03,2010-11-03,2010-11-03,-974.0,0.472279260780287,0,0.0,-2.0,0.0,0.0,149.0,-126.0,0.0,3873.0,0.0,0.0,472.0,USD,560.0,1614.0,188.0,0.31,0.31,0.31,0.31,0.0,2467.0,419.0,16.0,1e-05,159.0,0.0,0.0,0.0,-18.8194,0.0,0.0,-67.0,2168.0,0.0,5517.68,1.88768,6.1928,0.0,-50.0,0.0,359.0,647.0,61.0,0.0,16.0,0.0,358.0,0.0,362.0,0.0,0.0,163.0,80.0,1964.0,189.0,209.0,0.0,4.32203389830508,2275.0,560.0,1614.0,1614.0,4.0
KXDMGL-R,2022-12-31,USD,3,2,1.0,2022-12-30,91.0,2023,202212,1887.0,258.0,0.0,1954.0,-67.0,81.0,-38.0,-5.0,0.0,0.0,-33.0,0.0,774.0,772.0,1194.0,3081.0,1513.0,7867.0,2725.0,636.0,1085.0,679.0,5393.0,0.0,-470.0,6029.0,-470.0,-33.0,148.0,-156.0,-40.0,291.0,2.0,0.0,145.0,9.0,-0.16,-2.27628,206.0,206.0,206.477388,52.61,-33.0,-470.0,-0.1602,206.0,1954.0,0.0,7867.0,2122.0,0.0,840.0,0.7,0.7,2023-01-25,2023-01-25,2023-01-25,2023-01-25,-7850.0,-0.325242718446602,0,0.0,0.0,0.0,0.7,-33.0,225.0,0.0,7281.0,0.0,,206.477388,USD,636.0,5393.0,148.0,-0.1602,-0.1602,-0.1602,-0.1602,-6.0,1954.0,81.0,0.0,1e-05,-619.0,0.0,0.0,0.0,-50.9559,0.0,0.0,15.0,774.0,0.0,10862.8,,-2.27628,0.0,-16.0,0.0,273.0,752.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,20.0,0.0,134.0,0.0,1481.0,148.0,200.0,0.7,1.72415974188902,2122.0,636.0,5393.0,5393.0,81.0
QH6KJ2-R,2000-12-31,USD,3,2,1.0,2000-12-24,91.0,2001,200012,41.494,22.074,0.062,24.787,16.707,0.0,21.018,7.157,0.0,0.0,13.861,0.0,257.72,59.496,13.335,299.836,29.439,514.668,36.018,0.0,18.119,7.725,0.0,0.0,488.837,0.0,488.837,13.86,4.994,-5.119,25.417,5.622,0.0,1.418,0.0,25.373,0.18,6.82953,71.495,75.2,71.577,35.625,13.861,488.837,0.19,75.2,24.787,0.0,514.668,185.393,0.0,27.101,0.0,0.0,2001-04-04,2001-02-02,2001-02-02,2001-02-02,74.671,0.222167553191489,0,0.0,-1.418,0.0,0.0,13.861,0.923,0.0,421.568,,0.089,71.577,USD,0.0,0.0,4.922,0.18,0.18,0.18,0.18,0.0,24.787,21.716,0.0,0.00125,6.414,0.0,0.0,4.89,-5.94059,0.0,0.0,2.339,257.72,0.0,2549.93,5.21632,6.82953,0.0,4.311,0.0,1.68,17.899,37.467,0.0,4.89,0.0,32.762,0.0,0.0,0.674,0.0,-10.187,13.169,14.411,5.009,2.295,0.0,3.68579292230744,185.393,0.0,0.0,0.0,0.0
QH6KJ2-R,2003-09-30,USD,3,1,1.0,2003-09-28,91.0,2004,200309,66.211,28.216,0.003,53.337,12.874,0.9,12.868,3.989,0.0,0.0,8.879,0.0,137.123,55.739,16.225,217.991,84.735,576.633,31.968,0.0,15.272,9.564,0.0,0.0,544.665,0.0,544.665,8.879,12.648,0.901,26.309,-7.808,0.011,3.59,0.0,-9.056,0.12,7.33981,74.174,75.754,74.207,19.21,8.879,544.665,0.12,75.754,53.337,0.0,576.633,256.955,0.0,59.421,0.0,0.0,2003-10-16,2003-10-29,2003-10-29,2003-10-29,18.059,0.16994482139557,0,0.0,-3.59,0.0,0.0,8.879,3.288,0.0,526.627,0.0,0.092,74.207,USD,0.0,0.0,12.465,0.12,0.12,0.12,0.12,,53.337,25.522,0.0,0.00125,0.357,0.0,0.0,0.259,54.9194,0.0,0.0,0.968,137.123,0.0,1425.52,2.61723,7.33981,0.0,0.894,0.0,1.964,16.696,20.692,0.0,0.259,0.0,18.144,0.0,0.0,0.0,0.0,0.0,26.785,25.347,12.648,8.327,0.0,2.50681202581967,256.955,0.0,0.0,0.0,0.0
QH6KJ2-R,2016-03-31,USD,3,3,1.0,2016-03-27,91.0,2016,201603,366.919,108.932,7.217,371.564,-4.645,0.0,-3.824,-3.976,0.0,0.0,0.152,0.0,620.45,115.562,297.86,1193.439,938.395,2814.145,218.002,0.0,129.963,14.77,225.0,0.0,2353.457,225.0,2353.457,-1.23,38.54,16.315,53.982,-39.015,2.823,0.0,0.0,24.976,0.0,23.4352,100.606,101.221,100.424,29.16,0.152,2353.457,0.0015,101.221,371.564,0.0,2814.145,612.072,0.0,190.867,0.0,0.0,2016-04-26,2016-04-27,2016-04-27,2016-04-27,10.028,-0.0458896869226741,0,0.0,0.0,0.0,0.0,0.152,9.342,0.0,2336.099,2.577,0.124,100.424,USD,0.0,225.0,28.04,0.0015,0.0015,0.0015,0.0015,0.151,371.564,33.895,0.0,0.00125,-9.845,0.0,0.0,3.382,-16.7571,0.0,0.0,-26.218,620.45,0.0,2928.36,1.24428,23.4352,0.0,0.587,0.0,63.507,42.046,46.278,17.806,3.382,,17.888,170.0,150.0,,0.0,16.416,23.531,219.447,38.54,41.871,0.0,9.71318609097427,612.072,0.0,225.0,225.0,0.0
QH6KJ2-R,1999-12-31,USD,3,2,1.0,1999-12-26,91.0,2000,199912,23.93,12.733,-0.008,15.739,8.191,0.0,8.764,2.98,0.0,0.0,5.784,0.0,43.872,,4.609,67.71,2.084,158.085,14.05,0.0,6.128,7.922,0.03,0.0,142.182,0.03,142.182,5.785,2.473,0.001,8.259,0.876,0.0,0.175,0.0,-3.062,0.045,4.78727,29.587,31.594,29.7,37.875,5.784,142.182,0.05,31.594,15.739,0.0,158.085,88.291,0.0,18.478,0.0,0.0,2000-02-09,2000-02-09,2000-02-09,2000-02-09,28.797,0.25925808697854,0,0.0,-0.175,0.0,0.0,5.784,2.187,0.0,113.311,0.0,0.074,29.7,USD,0.0,0.03,2.438,0.045,0.045,0.045,0.045,0.0,15.739,10.629,0.0,0.0025,0.721,0.0,0.0,1.132,238.075,0.0,0.0,0.095,,0.0,1124.89,7.91161,4.78727,0.0,0.573,0.0,0.751,7.922,0.0,0.0,1.132,0.0,13.154,0.0,0.0,0.0,0.0,1.823,0.0,8.759,2.438,1.911,0.0,1.80673400673401,88.291,0.0,0.03,0.03,0.0
KXDMGL-R,2005-03-31,USD,3,3,1.0,2005-04-01,91.0,2005,200503,1969.0,477.0,0.0,1734.0,235.0,0.0,237.0,8.0,0.0,0.0,229.0,0.0,1695.0,720.0,412.0,3222.0,189.0,4757.0,1598.0,4.0,1005.0,240.0,738.0,0.0,2276.0,742.0,2276.0,229.0,112.0,4.0,345.0,86.0,,7.0,43.0,74.0,0.45,4.80169,472.0,507.0,474.0,19.4,229.0,2276.0,0.49,507.0,1734.0,0.0,4757.0,1346.0,0.0,988.0,0.06,0.06,2005-04-19,2005-04-29,2005-04-29,2005-04-29,1641.0,0.463510848126233,0,0.0,-7.0,0.0,0.06,229.0,63.0,0.0,646.0,-7.0,0.0,474.0,USD,4.0,738.0,,0.45,0.45,0.45,0.45,0.0,1734.0,347.0,0.0,1e-05,127.0,0.0,0.0,39.0,21.9119,0.0,0.0,55.0,1695.0,0.0,9195.6,4.04024,4.80169,0.0,3.0,0.0,127.0,331.0,1204.0,0.0,39.0,0.0,199.0,0.0,0.0,0.0,0.0,53.0,1351.0,1380.0,112.0,164.0,0.06,3.42616033755274,1346.0,4.0,738.0,738.0,-2.0
QH6KJ2-R,2018-12-31,USD,3,2,1.0,2018-12-30,98.0,2019,201812,413.036,128.885,0.0,403.898,9.138,1.554,1.942,4.423,-0.031,0.0,-2.45,0.0,723.668,356.033,313.312,1276.211,1006.029,3014.55,294.725,0.0,143.455,63.668,458.0,0.0,2218.658,458.0,2218.658,-2.48,39.626,21.164,56.343,35.931,0.004,0.0,0.0,19.716,-0.02,21.52511,102.871,102.871,103.073,41.39,-2.481,2223.505,-0.0238,102.871,403.898,4.847,3014.55,675.94,0.0,193.347,0.0,0.0,2019-01-30,2019-01-31,2019-01-31,2019-01-31,-485.928,0.0888296993321733,0,0.0,0.0,0.0,0.0,-2.45,29.648,0.0,2703.601,-3.685,0.129,103.073,USD,0.0,458.0,30.026,-0.0238,-0.0238,-0.0238,-0.0238,-0.285,403.898,48.764,0.0,0.00125,-5.492,0.0,0.0,4.181,10.876,0.0,0.0,2.958,723.668,0.0,4266.19,1.92287,21.52511,0.0,-0.091,0.0,20.57,79.026,27.356,0.0,4.181,0.0,36.716,0.0,0.0,0.0,0.0,36.085,64.826,244.525,39.626,49.181,0.0,9.52224151814733,675.94,0.0,458.0,458.0,1.554
KXDMGL-R,2023-12-31,USD,3,2,1.0,2023-12-29,91.0,2024,202312,1555.0,367.0,0.0,1444.0,111.0,13.0,-4.0,15.0,0.0,0.0,-19.0,0.0,791.0,789.0,1053.0,2628.0,1790.0,7149.0,2529.0,0.0,1619.0,595.0,5669.0,0.0,-1814.0,5669.0,-1814.0,-19.0,62.0,68.0,124.0,45.0,35.0,0.0,146.0,-8.0,-0.09,-8.65851,209.0,209.0,209.504857,85.37,-19.0,-1814.0,-0.0909,209.0,1444.0,0.0,7149.0,1642.0,0.0,593.0,0.7,0.7,2024-01-24,2024-01-26,2024-01-26,2024-01-26,-9194.0,0.5311004784689,0,0.0,0.0,0.0,0.7,-19.0,-69.0,0.0,7377.0,0.0,,209.504857,USD,0.0,5669.0,62.0,-0.0909,-0.0909,-0.0909,-0.0909,-5.0,1444.0,173.0,9.0,1e-05,124.0,0.0,0.0,0.0,67.5917,0.0,0.0,-59.0,791.0,0.0,17885.4,,-8.65851,0.0,-59.0,0.0,191.0,677.0,0.0,0.0,9.0,0.0,70.0,0.0,0.0,5.0,0.0,679.0,0.0,1126.0,62.0,161.0,0.7,0.472542743961301,1642.0,0.0,5669.0,5669.0,-31.0
QH6KJ2-R,2017-09-30,USD,3,1,1.0,2017-09-24,91.0,2018,201709,360.398,93.54,0.0,371.681,-11.283,0.0,-15.176,4.697,-0.016,0.0,-19.857,0.0,624.854,152.058,277.944,1106.469,898.385,2657.987,229.368,0.0,146.578,13.836,141.0,0.0,2211.097,141.0,2211.097,-19.873,37.4,17.337,37.997,16.126,5.227,0.0,0.0,19.461,-0.2,22.55324,97.811,97.811,98.039,24.98,-19.873,2215.981,-0.203,97.811,371.681,4.884,2657.987,594.698,0.0,162.493,0.0,0.0,2017-10-17,2017-10-18,2017-10-18,2017-10-18,-222.599,-0.115355123656848,0,0.0,0.0,0.0,0.0,-19.857,-0.603,0.0,2426.063,1.398,0.121,98.039,USD,0.0,141.0,27.5,-0.203,-0.203,-0.203,-0.203,-2.78,371.681,26.117,0.0,0.00125,6.442,0.0,0.0,0.119,0.0400481,0.0,0.0,9.323,624.854,0.0,2449.01,1.1076,22.55324,0.0,-1.777,0.0,17.606,30.463,121.902,0.0,0.119,0.0,36.45,95.0,99.0,1.85,0.0,18.743,117.607,229.458,37.4,41.859,0.0,8.94644988218974,594.698,0.0,141.0,141.0,0.0
C8X3ZJ-R,2022-09-30,USD,3,3,1.0,2022-09-30,92.0,2022,202209,29.015,12.84,0.0,106.499,-77.484,0.875,-83.993,0.7,0.0,0.0,-84.693,0.0,378.627,104.491,17.178,415.594,216.856,711.591,74.732,13.5,0.744,22.329,414.407,0.0,145.713,427.907,145.713,-84.693,5.439,22.455,-56.799,-1.072,0.0,7.92,0.0,35.073,-1.17,1.77079,72.208285,72.208285,82.286868,27.0,-84.693,145.713,-1.1729,72.208285,106.499,0.0,711.591,73.22,0.0,11.732,0.0,0.0,2022-11-08,2022-11-08,2022-11-08,2022-11-08,-1608.422,-1.07306246090736,0,0.0,-7.92,0.0,0.0,-84.693,16.066,0.0,1754.513,-0.46,0.082,82.286868,USD,9.396,378.889,1.554,-1.1729,-1.1729,-1.1729,-1.1729,0.0,106.499,-72.045,0.512,0.001,-11.686,0.0,0.0,215.97,-3.08686,0.0,0.0,3.85,378.627,0.0,2221.75,15.2474,1.77079,0.0,0.118,0.0,8.057,37.155,48.0,0.0,216.482,0.0,1.002,0.0,3.24,1.853,0.0,1.485,157.523,10.736,5.439,25.587,0.0,4.14236205952085,32.698,9.396,378.889,378.889,0.0
KXDMGL-R,2011-03-31,USD,3,3,1.0,2011-04-01,91.0,2011,201103,2695.0,506.0,0.0,2523.0,172.0,4.0,122.0,29.0,0.0,0.0,93.0,0.0,2583.0,2304.0,834.0,5504.0,195.0,8280.0,3105.0,560.0,1778.0,417.0,2352.0,0.0,2487.0,2912.0,2487.0,93.0,188.0,18.0,307.0,-112.0,0.0,-1.0,0.0,-327.0,0.21,5.83803,437.0,453.0,426.0,14.94,93.0,2487.0,0.21,453.0,2523.0,0.0,8280.0,2208.0,0.0,1798.0,0.0,0.0,2011-04-19,2011-05-03,2011-05-03,2011-05-03,-1441.0,0.379690949227373,0,0.0,1.0,0.0,0.0,93.0,-23.0,0.0,3930.0,0.0,0.0,426.0,USD,560.0,2352.0,188.0,0.21,0.21,0.21,0.21,0.0,2523.0,360.0,24.0,1e-05,-62.0,0.0,0.0,0.0,-17.5041,0.0,0.0,1.0,2583.0,0.0,6364.44,2.55908,5.83803,0.0,1.0,0.0,289.0,617.0,66.0,405.0,24.0,0.0,125.0,0.0,15.0,5.0,0.0,173.0,63.0,2001.0,188.0,224.0,0.0,5.63145539906103,2208.0,560.0,2352.0,2352.0,3.0
