fsym_id,date,currency,ff_upd_type,ff_fp_ind_code,ff_report_freq_code,ff_fiscal_date,ff_fy_length_days,ff_fyr,ff_fpnc,ff_sales,ff_oper_exp_tot,ff_oper_inc,ff_ptx_inc,ff_inc_tax,ff_min_int_exp,ff_net_income,ff_div_pfd,ff_cash_st,ff_cash_only,ff_inven,ff_assets_curr,ff_assets_oth_intang,ff_intang,ff_assets,ff_liabs_curr,ff_debt_st,ff_debt_lt,ff_pfd_stk,ff_com_eq,ff_debt,ff_shldrs_eq,ff_chg_cash_cf,ff_bps,ff_com_shs_out,ff_actg_standard,ff_consol_net_inc,ff_eq_tot,ff_exp_tot,ff_min_int_accum,ff_liabs_shldrs_eq,ff_ppe_net,ff_receiv_st,ff_dps,ff_dps_gross,ff_eps_rpt_date,ff_source_is_date,ff_source_bs_date,ff_source_cf_date,ff_restate_ind,ff_loan_chg_cf,ff_dep_chg_cf,ff_dps_all,ff_net_inc_aft_pfd,ff_curn_doc,ff_debt_lt_xcap,ff_eps,ff_eps_xord,ff_oper_exp,ff_oper_inc_bef_dep,ff_pfd_stk_nred,ff_pfd_stk_red,ff_disc_oper,ff_misc_exp_non_oper,ff_int_exp_debt,ff_xord_items,ff_liabs_curr_misc,ff_liabs_oth_xdfd_rev,ff_dep_amort_exp,ff_wkcap_ps,ff_ppe_net_owned,ff_debt_st_xoper,ff_debt_lt_xlease,ff_debt_lt_xoper,ff_assets_tang,ff_dfd_tax_rsrv,ff_restruct_exp
MVMFXK-R,2015-09-30,DKK,3,3,1,2015-09-30,92,2015,201509,26792,15039,11753,10136,1753,0,8383,0,18095,15484,12762,51488,1465,1465,85195,38523,630,0,0,43109,630,43109,3754,8.29158,5199.128,23,8383,43109,15039,0,85195,23977,17805,0,0,2015-10-29,2015-10-29,2015-10-29,2015-10-29,0,0,0,0,8383,DKK,0,1.635,1.635,15039,12386,0,0,0,-1595,31,0,30735,0,633,2.4936874029645,23977,630,0,0,83730,0,0
MVMFXK-R,2018-09-30,DKK,3,3,1,2018-09-30,92,2018,201809,27762,16119,11643,11138,2101,0,9037,0,16645,16401,15922,54135,4610,4610,101895,49425,337,0,0,47512,337,47512,-2083,9.92314,4788,23,9037,47512,16119,0,101895,39555,18843,0,0,2018-11-01,2018-11-01,2018-11-01,2018-11-01,0,0,0,0,9037,DKK,0,1.8717,1.8717,16119,12426,0,0,0,92,597,0,39816,0,783,0.983709273182957,39555,337,0,0,97285,0,0
PDBDMJ-R,2012-09-30,NOK,3,3,1,2012-09-30,92,2012,201209,3646.8,3498.8,148,-129.2,47.7,2.5,-149.1,0,270.3,270.3,6728.7,9148.1,7717.3,7717.2,21803.4,3400.2,319.4,4955.8,0,10643.4,5275.2,10643.4,-69.8,29.7241,358.0730845,23,-146.6,10709.8,3498.8,66.4,21803.4,4064.2,2149.1,0,0,2012-10-26,2012-10-26,2012-10-26,2012-10-26,0,0,0,0,-149.1,NOK,4955.8,-0.4,-0.4,3498.8,315.8,0,0,0,137,92,0,-3.41060513164848e-13,320.7,167.8,16.0523095669873,4064.2,319.4,4955.8,4955.8,14086.2,0,0.8
PDBDMJ-R,2013-03-31,NOK,3,1,1,2013-03-31,90,2013,201303,3735.5,3230.4,505.1,959.8,249.1,6.5,746.7,0,413.7,413.7,7531.9,10241.2,7735,7735,24906.5,2668.3,296,6431.7,0,12487.6,6727.7,12487.6,77.8,33.31864,374.7931899,23,753.2,12564.4,3230.4,76.8,24906.5,4387,2295.5,0,0,2013-04-29,2013-04-29,2013-04-29,2013-04-29,0,0,0,0,746.7,NOK,6431.7,2,2,3230.4,675,0,0,0,-38.9,130.3,0,0,448.9,169.9,20.2055432277746,4387,296,6431.7,6431.7,17171.5,0,0
PDBDMJ-R,2014-09-30,NOK,3,3,1,2014-09-30,92,2014,201409,6201.8,5299.2,902.6,440.2,272.3,5.8,200.3,0,730,730,10650.3,14828.6,8844.1,8656.7,31793.2,4703.2,6.6,7952.9,0,14179.1,7959.5,14179.1,-500.3,34.58587,409.968059,23,219.3,14193.4,5299.2,14.3,31793.2,7113.8,3448.3,1.1,1.1,2014-10-22,2014-10-22,2014-10-22,2014-10-22,0,0,0,1.1,200.3,NOK,7952.9,0.49,0.49,5299.2,1150.8,0,0,-13.2,134.4,136.1,0,4696.6,1915.8,248.2,24.6980216573409,7113.8,6.6,7952.9,7952.9,23136.5,0,5.3
PDBDMJ-R,2022-06-30,NOK,3,2,1,2022-06-30,91,2022,202206,12375.2060108234,9253.01639851088,3122.18961231248,4474.76998507482,1035.03550070224,17.0831102057651,3531.17936841521,0,1380.95850603375,1380.95850603375,24226.1643672562,32905.4420981475,13555.496958255,13529.6749966612,69754.4141708924,12649.6625455462,3851.60379132375,15258.7135449787,0,36510.187936635,19110.3173363025,36510.187936635,386.091218504865,70.60415,517.111091,23,3548.26247862097,36586.6209429525,9253.01639851088,76.4330063175,69753.3812924287,20442.73055454,7298.3192248575,2.3,2.3,2022-08-24,2022-08-24,2022-08-24,2022-08-24,0,0,0,2.3,3530.17447957958,EUR,12095.0068105125,6.8267,6.8267,9253.01639851088,4091.90733869856,0,0,0,264.28576,109.532883084023,0,1.03287846370995,91.926183,969.717726386078,39.171040623844,15582.0045041325,3851.60379132375,12095.0068105125,15258.7135449787,56224.7391742312,0,3.01466650689972
HWYYQ0-R,2003-03-31,DKK,3,1,1,2003-03-31,90,2003,200303,1444,1225,219,255,71,1,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,184,0,1225,0,0,0,0,0,0,2003-07-05,2003-05-23,2003-05-23,2003-05-23,0,0,0,0,183,DKK,0,0.51,0.51,1225,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
KZ5B9F-R,2019-03-31,NOK,3,1,1,2019-03-31,90,2019,201903,4576,4037,539,492,194,19,301,0,727,727,0,3743,16705,16287,27489,5191,88.196,3831.779,0,14175,3919.975,14175,-1116,59.47658,238.329119,23,320,14447,4037,272,27488,2634,0,0,0,2019-05-15,2019-05-29,2019-05-29,2019-05-29,0,0,0,0,300,NOK,3830,1.2586,1.2586,4037,855,0,0,0,21,40,0,-8.5265128291212e-14,4018.221,316,-6.07563190799191,808,88.196,3830,3831.779,11202,0,30
MVMFXK-R,2013-12-31,DKK,3,4,1,2013-12-31,92,2013,201312,21698,14523,7175,7790,1737,0,6053,0,15990,10728,9552,42058,1615,1615,70337,24225,215,0,0,42569,215,42569,1755,8.04054,5294.29595,23,6053,42569,14523,0,70337,21882,15406,2.25,2.25,2014-01-30,2014-02-06,2014-02-06,2014-02-06,0,0,0,2.25,6053,DKK,0,1.14,1.14,14523,7964,0,0,0,179,170,0,12973,0,789,3.36834211166454,21882,215,0,0,68722,0,0
PDBDMJ-R,2023-03-31,NOK,3,1,1,2023-03-31,90,2023,202303,14988.1766907128,11494.0140202987,3494.16267041413,3837.20192565932,885.085257924284,27.4871198113132,3060.96566218783,0,1349.49004010818,1349.49004010818,29404.3183950048,38854.1622256106,18185.117892925,18147.5688445914,84993.9776778761,14344.8743133591,4522.95354926647,20431.2336932399,0,41650.9974014841,24954.1872425064,41650.9974014841,-688.277480075282,80.54555,517.111091,23,3088.45278199914,43579.6530658883,11494.0140202987,1928.65566440419,84995.1155278256,24806.2667490712,8100.35379049761,2,2,2023-05-10,2023-05-10,2023-05-10,2023-05-10,0,0,0,2,3060.96566218783,EUR,17387.4850783248,5.9194,5.9194,11494.0140202987,4582.65261494213,0,0,0,13.19382,249.583047886723,0,1.00044417195022e-11,80.787346,1088.489944528,47.3965620517923,19864.5844183884,4522.95354926647,17387.4850783248,20431.2336932399,66846.4088332847,0,12.0943327169778
C6LWM5-R,2013-06-30,NOK,3,2,1,2013-06-30,91,2013,201306,1432.7,1127.5,305.2,789.6,102.7,60.7,680.4,0,388,388,2658.5,3859,2448.2,2448.2,8502.2,1117.9,218.3,2301,0,3800.6,2519.3,3800.6,325,33.93393,111.999999,23,741.1,4091,1127.5,290.4,8502.2,1463.5,812.5,0,0,2013-08-28,2013-08-28,2013-08-28,2013-08-28,0,0,0,0,680.4,NOK,2301,6.01,6.01,1127.5,353.5,0,0,0,201.1,40.1,0,5.6843418860808e-14,0,48.3,24.474107361376,1463.5,218.3,2301,2301,6054,0,0
KZ5B9F-R,2008-12-31,NOK,3,4,1,2008-12-31,92,2008,200812,3536,3451,85,-2072,-94,-17,-1961,0,754,747,164,3699,7655,7617,16391,5560,726,5418,0,3617,6144,3617,19,44.63558,81.03401261199,23,-1978,3741,3451,124,16391,1615,2360,0,0,2009-02-27,2009-04-30,2009-04-30,2009-04-30,0,0,0,0,-1961,NOK,5418,-24.1909,-24.0554,3451,255,0,0,0,-147,91,0,3192,998,170,-22.9656651573076,1615,726,5418,5418,8774,0,197
KZ5B9F-R,2011-06-30,NOK,3,2,1,2011-06-30,91,2011,201106,3758,3222,536,535,181,26,341,0,1395,841,136,3962,10645,9699,16668,5005,578,2589,0,6559,3167,6559,182,60.88262,107.731902,23,367,6688,3222,129,16668,2061,2431,0,0,2011-08-12,2011-08-12,2011-08-12,2011-08-12,0,0,0,0,341,NOK,2589,3.22,3.22,3222,670,0,0,0,44,31,0,4427,2386,134,-9.68144050775229,2061,578,2589,2589,6969,0,13
RDLJGK-R,2020-06-30,SEK,3,2,1,2020-06-30,91,2020,202006,1773,1539,234,53,13,1,37,0,827,827,861,3235,5837,5837,10323,2423,117,3323,0,3715,3440,3715,-74,20.44064,181.745802,23,39,3715,1539,0,10322,982,1160,0,0,2020-07-17,2020-07-17,2020-07-17,2020-07-17,0,0,0,0,37,SEK,3037,0.2036,0.2036,1539,307,0,0,-1,-137,50,0,1692,138,73,4.46777857350455,982,117,3037,3323,4486,0,4
HWYYQ0-R,2006-06-30,DKK,3,2,1,2006-06-30,91,2006,200606,1649,1305,344,326,79,3,244,0,790,600,1250,3443,477,452,7365,1452,57,1676,0,3471,1733,3471,296,0,0,23,247,3509,1305,38,7365,3412,1403,0,0,2006-08-08,2006-08-11,2006-08-11,2006-08-11,0,0,0,0,244,DKK,1676,0.766,0.776,1305,451,0,0,0,0,18,0,1395,171,107,0,3412,57,1676,1676,6913,0,0
HWYYQ0-R,2019-06-30,DKK,3,2,1,2019-06-30,91,2019,201906,3458,2724,734,1109,211,0,898,0,929,910,2780,6809,1972,1972,20059,5353,1980,2670,0,11010,4650,11010,183,38.58328,285.356758,23,898,11022,2724,12,20059,10232,3100,0,0,2019-08-08,2019-08-08,2019-08-08,2019-08-08,0,0,0,0,898,DKK,2136,3.1355,3.1355,2724,1096,0,0,0,455,30,0,1687,13,362,5.10238485397987,10232,1980,2136,2670,18087,0,0
PDBDMJ-R,2016-09-30,NOK,3,3,1,2016-09-30,92,2016,201609,7897.07435854693,6334.56652757694,1562.50783097,1986.11280773713,660.48933877507,0,1466.82512788444,0,592.795284840659,592.795284840659,14672.5814744803,20119.1126976224,9562.86575408864,9498.19717756057,39908.5952898864,6371.65113736309,0.898174674000999,8505.71416278946,0,17675.1794096657,8506.61233746346,17675.1794096657,-218.413018661853,39.2707,450.085652,23,1466.82512788444,17679.6702830357,6334.56652757694,4.490873370005,39908.5952898864,8736.54505400772,4853.7359383014,2.3,2.3,2016-11-02,2016-11-02,2016-11-02,2016-11-02,0,0,0,3.4,1466.82512788444,EUR,8505.71416278946,3.2514,3.2514,6334.56652757694,1884.85635495727,0,0,0,132.84103,116.119785298008,0,6370.75296268909,3311.570023,322.34852398727,30.5441008820679,8736.54505400772,0.898174674000999,8505.71416278946,8505.71416278946,30410.3981123258,0,0
BNW4RV-R,2019-06-30,NOK,3,2,1,2019-06-30,91,2019,201906,2187,2089,98,58,12,0,46,0,118,118,3343,3728,2988,2988,10618,3230,1637,3587,0,3745,5224,3745,-100,9.45587,396.05018750882,23,46,3745,2089,0,10618,3903,267,0,0,2019-07-19,2019-07-19,2019-07-19,2019-07-19,0,0,0,0,46,NOK,1052,0.1162,0.1162,2089,273,0,0,0,6,46,0,764,0,175,1.25741639748349,864,1637,1052,3587,7630,0,0
HWYYQ0-R,2001-09-30,DKK,3,3,1,2001-09-30,92,2001,200109,1374,1114,260,229,71,1,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,158,0,1114,0,0,0,0,0,0,2001-11-07,2002-10-01,2002-10-01,2002-10-01,0,0,0,0,157,DKK,0,0.426,0.426,1114,0,0,0,0,-31,0,0,0,0,0,0,0,0,0,0,0,0,0
HWYYQ0-R,2007-12-31,DKK,3,4,1,2007-12-31,92,2007,200712,1844,1549,295,311,79,-5,237,0,656,460,1322,3653,0,1321,8824,2394,779,1545,0,3657,2324,3657,-1313,11.83451,309.0114,23,232,3667,1549,10,8824,3842,1631,1,1,2008-01-25,2008-02-07,2008-02-07,2008-02-07,0,0,0,1,237,DKK,1545,0.768,0.768,1549,652,0,0,0,165,127,0,1144,279,357,4.07428334359186,3842,779,1545,1545,7503,0,0
KZ5B9F-R,2011-09-30,NOK,3,3,1,2011-09-30,92,2011,201109,3380,2988,392,338,113,21,209,0,1356,847,139,3890,10805,9865,16724,4919,506,2619,0,6412,3125,6412,6,59.97846,106.905049,23,230,6555,2988,143,16724,2029,2395,0,0,2011-11-11,2011-11-11,2011-11-11,2011-11-11,0,0,0,0,209,NOK,2619,1.95,1.97,2988,526,0,0,0,-11,34,0,4413,2631,134,-9.62536390587128,2029,506,2619,2619,6859,0,2
MVMFXK-R,2024-03-31,DKK,3,1,1,2024-03-31,91,2024,202403,65349,32935,32414,31918,6511,0,25407,0,9303,6324,33600,116421,61652,59640,298921,165606,10164,16764,0,98911,26928,98911,-8068,22.18581,4458.3,23,25407,98911,32935,0,298921,98230,63107,0,0,2024-05-02,2024-05-02,2024-05-02,2024-05-02,0,0,0,0,25407,DKK,16764,5.6972,5.6972,32935,35328,0,0,0,-568,2074,0,136472,15,2914,-11.032232016688,98230,10164,16764,16764,239281,0,0
PDBDMJ-R,2007-06-30,NOK,3,2,1,2007-06-30,91,2007,200706,3618.3,3171,447.3,-154.5,-38.1,-0.6,-93.5,0,889.8,889.8,6477.9,9453,10198.4,9670.7,23766.7,2427.4,682.3,6686.5,0,13633.3,7368.8,13633.3,-78.1,39.18854,347.89,23,-116.4,13656.4,3171,23.1,23766.7,3408.2,2085.2,0,0,2007-08-14,2007-08-14,2007-08-14,2007-08-14,1,0,0,0,-93.5,NOK,6686.5,-0.3,-0.3,3171,611.5,0,0,22.3,58.3,85.3,0,739.8,-450.8,164.2,20.1948891891115,3408.2,682.3,6686.5,6686.5,14096,0,68.4
RDLJGK-R,2017-09-30,SEK,3,3,1,2017-09-30,92,2017,201709,1552,1436,116,76,26,1,50,0,452,451,839,2569,5614,5614,9024,1837,0,2815,0,3530,2815,3530,-44,19.22681,183.597802,23,51,3531,1436,1,9024,552,1197,0,0,2017-11-09,2017-11-09,2017-11-09,2017-11-09,0,0,0,0,50,SEK,2815,0.27,0.27,1436,190,0,0,0,-8,32,0,1176,148,74,3.9869758353643,552,0,2815,2815,3410,0,0
KZ5B9F-R,2018-09-30,NOK,3,3,1,2018-09-30,92,2018,201809,4358,3674,684,651,222,19,410,0,1974,1974,0,4948,16683,16303,26313,5825,361,3852,0,13989,4213,13989,286,58.7264,238.206327,23,429,14239,3674,250,26313,855,0,0,0,2018-10-26,2018-10-26,2018-10-26,2018-10-26,0,0,0,0,410,NOK,3852,1.72,1.72,3674,865,0,0,0,12,30,0,0,2397,181,-3.68168222500656,855,361,3852,3852,10010,0,14
PDBDMJ-R,2007-03-31,NOK,3,1,1,2007-03-31,90,2007,200703,3802.7,3213.9,588.8,466.1,134,-0.6,350.3,0,967.9,967.9,7089.1,10276.8,10379.9,9793.1,24724,2961.7,858.8,6819.1,0,13876.3,7677.9,13876.3,-1214.6,39.88703,347.89,01,332.1,13896.7,3213.9,20.4,24724,3399.1,2219.8,0,0,2007-05-15,2007-05-15,2007-05-15,2007-05-15,1,0,0,0,350.3,NOK,6819.1,1,1,3213.9,755.6,0,0,17.6,134.3,116.6,0,1010.8,-364.8,166.8,21.0270487797867,3399.1,858.8,6819.1,6819.1,14930.9,0,43.7
KZ5B9F-R,2016-06-30,NOK,3,2,1,2016-06-30,91,2016,201606,4114,3609,505,399,166,38,155,0,1411,1411,0,4190,14266,13920,20489,5560,541,1838,0,10276,2379,10276,-213,45.44517,226.118645,23,193,10598,3609,322,20489,1069,0,0,0,2016-07-19,2016-07-19,2016-07-19,2016-07-19,0,0,0,0,155,NOK,1838,0.69,0.69,3609,637,0,0,0,34,21,0,5019,2493,132,-6.05876618445153,1069,541,1838,1838,6569,0,0
MVMFXK-R,2022-06-30,DKK,3,2,1,2022-06-30,91,2022,202206,41265,23023,18242,16795,3477,0,13318,0,31037,22758,21706,102979,44842,44590,218928,109655,1256,24178,0,74452,25434,74452,9548,16.55619,4496.928,23,13318,74452,23023,0,218928,59556,41994,2.125,2.125,2022-08-04,2022-08-03,2022-08-03,2022-08-03,0,0,0,2.125,13318,DKK,24178,2.9345,2.9345,23023,19878,0,0,0,149,3252,0,89802,167,1636,-1.48456902134079,59556,1256,24178,24178,174338,0,0
PDBDMJ-R,2008-12-31,NOK,3,4,1,2008-12-31,92,2008,200812,4041.8,3725,316.8,-956,-287.5,-2.2,-666.3,0,372.6,372.6,6695.1,9503.5,8015,8166.5,22506,5514.5,1365.5,6747.7,0,9579.5,8113.2,9579.5,-356.3,27.53602,347.8898329,23,-668.5,9624.6,3725,45.1,22506,4243.6,2349.8,0,0,2009-02-04,2009-04-30,2009-04-30,2009-04-30,0,0,0,0,-666.3,NOK,6747.7,-1.9,-1.9,3725,494.7,0,0,0,-857.7,146.2,0,2419.8,-131.1,177.9,11.4662735807707,4243.6,1365.5,6747.7,6747.7,14339.5,0,39.2
PDBDMJ-R,2011-12-31,NOK,3,4,1,2011-12-31,92,2011,201112,4158.4,3850.3,308.1,162.6,66.7,0.5,99.3,0,279.1,279.1,7068.2,9872,7872.5,7846.6,22788.6,2905.7,157,6589.8,0,10766.4,6746.8,10766.4,-108,30.0676,358.0730855,23,99.8,10842.2,3850.3,75.8,22788.6,4167.5,2459.3,0,0,2012-02-07,2012-05-02,2012-05-02,2012-05-02,0,0,0,0,99.3,NOK,6589.8,0.3,0.3,3850.3,484.2,0,0,0,685.4,107.1,0,1180.3,31.2,176.1,19.454966826877,4167.5,157,6589.8,6589.8,14942,0,23.4
PDBDMJ-R,2019-03-31,NOK,3,1,1,2019-03-31,90,2019,201903,9547.60343568438,8546.07932018606,1001.52411549832,2354.7507657193,535.834886696573,-1.94849049707845,1890.03578216609,0,867.357294882,867.357294882,18583.879431814,25070.203550062,10756.390800744,10740.919544648,53801.29307384,7664.073488556,1085.888787238,13122.526029926,0,28858.72738657,14208.414817164,28858.72738657,-176.338389985599,55.92346,516.039719,23,1888.08729166901,28874.198642666,8546.07932018606,15.471256096,53801.29307384,15569.885353612,5618.966823366,2.6,2.6,2019-05-05,2019-05-07,2019-05-07,2019-05-07,0,0,0,2.6,1890.03578216609,EUR,10679.034520264,3.6626,3.6626,8546.07932018606,1653.29418677106,0,0,0,-34.09858,133.471599049874,0,-0.966953506000209,105.397932,651.77007127274,33.7302138200451,12115.92743018,1085.888787238,10679.034520264,13122.526029926,43060.373529192,0,0
BNW4RV-R,2018-09-30,NOK,3,3,1,2018-09-30,92,2018,201809,2504,2360,144,131,26,0,105,0,118,118,3147,3569,2982,2982,7437,2584,1138,1042,0,3703,2180,3703,-94,9.27036,399.44511133673,23,105,3703,2360,0,7437,883,304,0,0,2018-10-24,2018-10-24,2018-10-24,2018-10-24,0,0,0,0,105,NOK,1042,0.261,0.261,2360,191,0,0,0,3,15,0,687,0,47,2.46592077871157,883,1138,1042,1042,4455,0,0
C6LWM5-R,2016-12-31,NOK,3,4,1,2016-12-31,92,2016,201612,2476.3,1778.1,698.2,1090.8,201.5,21.7,995,0,273.715,273.715,5221.784,6393.351,2912.175,2910.796,13401.686,2785.995,198.612,2439.155,0,6598.401,2637.767,6598.401,-146.082,58.74873,112.315631,23,1016.7,6680.833,1778.1,82.432,13401.686,3137.522,858.753,12,12,2017-02-15,2017-04-26,2017-04-26,2017-04-26,0,0,0,12,995,NOK,2057.843,8.86,8.86,1778.1,792.6,0,0,0,24,26.5,0,893.88,0.402,94.4,32.1180228244455,3137.522,198.612,2057.843,2439.155,10490.89,0,0
HWYYQ0-R,2012-03-31,DKK,3,1,1,2012-03-31,91,2012,201203,2734,2068,666,658,148,1,509,0,505,383,1759,4743,2169,2169,13671,2955,706,985,0,8598,1691,8598,456,27.26149,315.39,23,510,8613,2068,15,13671,6459,2479,0,0,2012-04-25,2012-04-25,2012-04-25,2012-04-25,0,0,0,0,509,DKK,985,1.61,1.62,2068,841,0,0,0,2,10,0,1349,35,175,5.66917150194997,6459,706,985,985,11502,0,0
MVMFXK-R,2021-06-30,DKK,3,2,1,2021-06-30,91,2021,202106,33041,18396,14645,14917,2794,0,12123,0,27216,24229,18822,77146,20685,20272,158095,72798,1301,12463,0,65559,13764,65559,18548,14.42719,4544.128,23,12123,65559,18396,0,158095,52076,26442,1.75,1.75,2021-08-04,2021-08-04,2021-08-04,2021-08-04,0,0,0,1.75,12123,DKK,12463,2.6345,2.6345,18396,15862,0,0,0,182,0,0,60979,0,1217,0.956839243964959,52076,1301,12463,12463,137823,0,0
MVMFXK-R,2023-09-30,DKK,3,3,1,2023-09-30,92,2023,202309,58731,31916,26815,28063,5585,0,22478,0,47595,30144,29534,142199,56156,55726,300101,172552,6613,19924,0,92991,26537,92991,8309,20.89779,4449.8,23,22478,92991,31916,0,300101,81461,54127,0,0,2023-11-02,2023-11-02,2023-11-02,2023-11-02,0,0,0,0,22478,DKK,19924,5.0209,5.0209,31916,29340,0,0,0,98,2168,0,133536,199,2525,-6.82120544743584,81461,6613,19924,19924,244375,0,0
PDBDMJ-R,2022-03-31,NOK,3,1,1,2022-03-31,90,2022,202203,10884.9949991272,9298.09611112534,1586.89888800186,2416.57210274204,561.716554477206,-1.98486415009613,2037.46305007368,0,932.039311279999,932.039311279999,19933.77186724,27360.89932268,12413.24590044,12389.8962726,61633.288486,9707.60777447999,1733.70986712,15529.44831592,0,31817.75953664,17263.15818304,31817.75953664,-70.4626773284124,61.52983,517.111091,23,2035.47818592358,31839.16336216,9298.09611112534,21.40382552,61633.288486,19139.88452068,6496.06104532,1.44,1.44,2022-05-11,2022-05-11,2022-05-11,2022-05-11,0,0,0,1.95,2037.46305007368,EUR,12383.08596448,3.9401,3.9401,9298.09611112534,2537.64881589791,0,0,0,-112.14482,135.963194281585,0,-6.82121026329696e-13,91.452709,950.749927896048,34.1382961136295,14432.01580744,1733.70986712,12383.08596448,15529.44831592,49243.3922134,0,23.8183698011536
C6LWM5-R,2007-06-30,NOK,3,2,1,2007-06-30,91,2007,200706,339,241.3,97.7,-38.2,-5.2,0,-22.3,0,125.7,125.7,638.2,933.2,1167.2,870.2,2428.7,287.9,124.8,689.9,0,1084.2,814.7,1084.2,109.3,10.52621,103,23,-22.3,1084.9,241.3,0.7,2428.7,328.3,169.3,0,0,2007-08-09,2008-10-23,2008-10-23,2008-10-23,0,0,0,0,-22.3,NOK,689.9,-0.22,-0.22,241.3,108.2,0,0,0,0.1,20.5,0,163.1,366,10.5,6.26504854368932,328.3,124.8,689.9,689.9,1558.5,0,0
HWYYQ0-R,2006-12-31,DKK,3,4,1,2006-12-31,92,2006,200612,1764,1430,334,322,82,-4,244,0,674,497,1326,3586,0,769,7920,1938,426,1637,0,3359,2063,3359,-1181,10.86958,309.02753,23,240,3393,1430,34,7920,3553,1532,0.9,0.9,2007-01-25,2007-01-25,2007-01-25,2007-01-25,0,0,0,0.9,244,DKK,1637,0.79,0.79,1430,467,0,0,0,0,12,0,1076,196,133,5.332858208458,3553,426,1637,1637,7151,0,0
KZ5B9F-R,2015-06-30,NOK,3,2,1,2015-06-30,91,2015,201506,3803,3280,523,547,172,29,239,0,469,469,14,3367,12313,11855,18075,5789,1162,2334,0,6930,3496,6930,184,32.23657,214.973268,23,268,7066,3280,136,18075,1196,2884,0,0,2015-07-17,2015-07-17,2015-07-17,2015-07-17,0,0,0,0,239,NOK,2334,1.11,1.11,3280,642,0,0,0,128,72,0,4627,2886,119,-11.2665171001634,1196,1162,2334,2334,6220,0,31
KZ5B9F-R,2017-12-31,NOK,3,4,1,2017-12-31,92,2017,201712,4455,3935,518,443,207,11,196,0,1626,1626,11,4767,17348,16983,27617,5764,28,4212,0,14793,4240,14793,843,62.10163,238.206325,23,207,15054,3935,261,27617,988,2198,1.75,1.75,2018-02-08,2018-04-10,2018-04-10,2018-04-10,0,0,0,1.75,196,NOK,4212,0.85,0.85,3935,693,0,0,0,-20,33,0,4305,1690,175,-4.18544721681929,988,28,4212,4212,10634,0,118
MVMFXK-R,2006-06-30,DKK,3,2,1,2006-06-30,91,2006,200606,9727,7099,2628,2549,748,0,1743,0,4836,3277,8092,20306,222,558,41875,10222,326,1178,0,28908,1504,28908,799,4.55896,6340.92132,23,1743,28908,7099,0,41875,20077,7378,0,0,2006-08-02,2006-08-14,2006-08-14,2006-08-14,0,0,0,0,1743,DKK,1178,0.27,0.27,7099,3136,0,0,0,103,182,0,9896,-623,508,1.59030517666161,20077,326,1178,1178,41317,0,0
BNW4RV-R,2022-09-30,NOK,3,3,1,2022-09-30,92,2022,202209,2313,2275,38,62,20,1,41,0,514,514,2878,3765,3010,3010,9527,3749,1579,2252,0,3499,3831,3499,-7,5.82411,600.778237071633,23,42,3526,2275,27,9527,2732,373,0,0,2022-10-27,2022-10-27,2022-10-27,2022-10-27,1,0,0,0,41,NOK,491,0.0682,0.0682,2275,186,0,0,0,59,35,0,665,0,148,0.0266321231574377,765,1579,491,2252,6517,0,0
C6LWM5-R,2008-09-30,NOK,3,3,1,2008-09-30,92,2008,200809,394.6,320.6,74,43.7,12.2,0.2,36.4,0,8,8,902,1081,1144,1144,2898,414,236,797,0,1222,1033,1222,-4.1,11.86408,103,23,36.6,1223,320.6,1,2898,398,170,0,0,2008-10-30,2008-12-03,2008-12-03,2008-12-03,0,0,0,0,36.4,NOK,797,0.36,0.36,320.6,87.2,0,0,0,-23.7,6.6,0,178,0,13.2,6.47572815533981,398,236,797,797,1754,0,0
C6LWM5-R,2013-09-30,NOK,3,3,1,2013-09-30,92,2013,201309,1695.4,1285.2,410.2,301.2,65.7,1.1,264.9,0,345.8,345.8,2774.8,4020.2,2448.3,2448.3,8997.7,1425.1,627.4,2128,0,4095,2755.4,4095,-42.3,36.5625,111.999999,23,266,4386.5,1285.2,291.5,8997.7,1512.8,899.5,0,0,2013-11-14,2013-11-14,2013-11-14,2013-11-14,0,0,0,0,264.9,NOK,2128,2.34,2.34,1285.2,467.9,0,0,0,1.3,35.1,0,-1.13686837721616e-13,0.1,57.7,23.1705359211655,1512.8,627.4,2128,2128,6549.4,0,0
HWYYQ0-R,2022-06-30,DKK,3,2,1,2022-06-30,91,2022,202206,4286,3195,1091,1049,230,8,809,0,1077,1013,3466,8560,4967,4967,26495,7162,3104,4207,0,12099,7311,12099,-84,43.78816,276.307561,23,817,12493,3195,394,26495,11254,4017,0,0,2022-08-11,2022-08-11,2022-08-11,2022-08-11,0,0,0,0,809,DKK,3864,2.9279,2.9279,3195,1468,0,0,0,-31,11,0,1951,993,377,5.05957924184348,11254,3104,3864,4207,21528,0,0
